,Product Title, Category Label,title_len_chars,title_len_words,has_digit,has_upper_acronym,longest_word_len
8636,intel core i7 3770 3.4 ghz 4 kerne lga1155 sockel ivy bridge cm8063701211600,CPUs,76,13,1,0,15
8637,intel core i7 i7 3770 quad core 4 core 3.40 ghz processor,CPUs,57,12,1,0,9
8638,intel xeon e5 1620 processor 3.6 ghz 10 mb smart cache,CPUs,54,11,1,0,9
8639,intel xeon e5 1620 3.6 ghz 4 cores 8 threads 10 mb cache lga2011 socket oem,CPUs,75,16,1,0,7
8640,intel xeon e5 1620 processor 3.6 ghz 10 mb smart cache,CPUs,54,11,1,0,9
8641,amd black edition amd fx 8370 4 ghz 8 core 8 threads socket am3 box,CPUs,67,15,1,0,7
8642,amd fx 8370 black edition unlocked 4ghz socket am3 8mb l3 cache retail boxed processor,CPUs,86,15,1,0,9
8643,amd black fx 8370 4 ghz 8 kerne socket am3 vishera fd8370frhkbox,CPUs,64,12,1,0,13
8644,intel xeon e 2176g 3.7ghz 12mb smart cache processor,CPUs,52,9,1,0,9
8645,intel xeon e 2176g 3.7 ghz processor,CPUs,36,7,1,0,9
8646,intel xeon e 2176g 3.7 ghz 6 core 12 threads 12 mb cache lga1151 socket oem,CPUs,75,16,1,0,7
8647,intel pentium gold g5400 3.7 ghz 2 cores 4 threads 4 mb cache lga1151 socket oem,CPUs,80,16,1,0,7
8648,intel g5400 processor 3.70 3700 4 mb,CPUs,36,7,1,0,9
8649,intel pentium g5400 dual core 2 core 3.70 ghz processor,CPUs,55,10,1,0,9
8650,intel g5600 processor 3.90 3900 4 mb,CPUs,36,7,1,0,9
8651,intel pentium gold g5600 3.9 ghz 2 cores 4 threads 4 mb cache lga1151 socket oem,CPUs,80,16,1,0,7
8652,intel pentium g5600 dual core 2 core 3.90 ghz processor,CPUs,55,10,1,0,9
8653,g5500t processor 3.20 3200 4 mb,CPUs,31,6,1,0,9
8654,intel pentium gold g5500t 3.2 ghz 2 cores 4 threads 4 mb cache lga1151 socket oem,CPUs,81,16,1,0,7
8655,intel pentium g5500t dual core 2 core 3.20 ghz processor,CPUs,56,10,1,0,9
8656,intel pentium gold g5400t 3.1 ghz 2 cores 4 threads 4 mb cache lga1151 socket oem,CPUs,81,16,1,0,7
8657,intel pentium g5400t dual core 2 core 3.10 ghz processor,CPUs,56,10,1,0,9
8658,intel pentium g5400t dual core 2 core 3.10 ghz processor,CPUs,56,10,1,0,9
8659,intel celeron g4900t 2.9 ghz 2 cores 2 threads 2 mb cache lga1151 socket oem,CPUs,76,15,1,0,7
8660,g4900t processor 2.90 2900 2 mb,CPUs,31,6,1,0,9
8661,intel celeron g4900t dual core 2 core 2.90 ghz processor,CPUs,56,10,1,0,9
8662,intel xeon gold 6154 3 ghz 18 core 36 threads 24.75 mb cache lga3647 socket oem,CPUs,79,16,1,0,7
8663,intel xeon 6154 processor 3.00 ghz 24.8 mb l3,CPUs,45,9,1,0,9
8664,intel xeon gold 6154 octadeca core 18 core 3 ghz processor,CPUs,58,11,1,0,9
8665,intel pentium gold g5600 processor 4m cache 3.90 ghz 3.9ghz 4mb box,CPUs,67,12,1,0,9
8666,intel bx80684g5600 processor blue,CPUs,33,4,1,0,12
8667,intel pentium gold g5600 3.9 ghz coffee lake sockel 1151 box skt bx80684g5600,CPUs,77,13,1,0,12
8668,intel pentium gold g5500 3.8ghz coffee lake dual core processor,CPUs,63,10,1,0,9
8669,intel pentium g5500pentium 3.8ghz skt 1151coffee lake bx80684g5500,CPUs,66,8,1,0,12
8670,intel pentium g5500 3 8 ghz skt 1151 coffee lake fsb1.151 4 mb box set bx80684g5500,CPUs,83,16,1,0,12
8671,intel celeron g4900 processor 2m cache 3.10 ghz 3.1ghz 2mb smart cache box,CPUs,74,13,1,0,9
8672,intel celeron g49003.1ghz processor 3.10ghz intel celeron g 2mo smart cache box processor 3.1ghz lga socket h4 1151 pc 14nm g4900,CPUs,129,21,1,0,11
8673,intel celeron g4900 3.1 ghz coffee lake sockel 1151 boxed 3 1 fsb1.151 2 mb core i box set bx80684g4900,CPUs,103,20,1,0,12
8674,amd epyc 7301 processor 2.2 ghz 64 mb l3,CPUs,40,9,1,0,9
8675,amd ps7301beafwof epyc x86 cpu processor black,CPUs,46,7,1,0,13
8676,amd epyc 7301 2.2 ghz 16 core 32 threads 64 mb cache socket sp3 pib/wof,CPUs,71,15,1,0,7
8677,intel xeon w 2123 3.6 ghz 4 cores 8 threads 8.25 mb cache lga2066 socket box,CPUs,76,16,1,0,7
8678,intel xeon w 2123 processor 3.60 ghz box 8.3 mb,CPUs,47,10,1,0,9
8679,intel xeon w 2123 quad core 4 core 3.60 ghz processor,CPUs,53,11,1,0,9
8680,intel xeon gold 6126 2.6 ghz 12 core 24 threads 19.25 mb cache lga3647 socket oem,CPUs,81,16,1,0,7
8681,intel xeon 6126 processor 2.60 ghz 19.3 mb l3,CPUs,45,9,1,0,9
8682,intel xeon 6126 dodeca core 12 core 2.60 ghz processor,CPUs,54,10,1,0,9
8683,intel xeon gold 5115 2.4 ghz 10 core 20 threads 13.75 mb cache lga3647 socket oem,CPUs,81,16,1,0,7
8684,intel xeon 5115 processor 2.40 ghz 13.75 mb l3,CPUs,46,9,1,0,9
8685,intel xeon 5115 deca core 10 core 2.40 ghz processor,CPUs,52,10,1,0,9
8686,intel xeon w 2125 4 ghz 4 cores 8 threads 8.25 mb cache lga2066 socket oem,CPUs,74,16,1,0,7
8687,intel xeon w 2125 quad core 4 core 4 ghz processor,CPUs,50,11,1,0,9
8688,intel xeon silver 4112 2.6 ghz 4 cores 8 threads 8.25 mb cache lga3647 socket box,CPUs,81,16,1,0,7
8689,intel xeon 4112 quad core 4 core 2.60 ghz processor,CPUs,51,10,1,0,9
8690,intel xeon 4112 processor 2.6 ghz box 8.25 mb l3,CPUs,48,10,1,0,9
8691,intel xeon gold 6148 2.4 ghz 20 core 40 threads 27.5 mb cache lga3647 socket box,CPUs,80,16,1,0,7
8692,intel xeon 6148 processor 2.4 ghz box 27.5 mb l3,CPUs,48,10,1,0,9
8693,intel xeon 6148 icosa core 20 core 2.40 ghz processor,CPUs,53,10,1,0,9
8694,intel core i5 8600k processor 9m cache up to 4.30 ghz 3.60ghz 9mb smart cache,CPUs,77,15,1,0,9
8695,intel core i5 8600k 3.60ghz 9mo smart cache processor intel core i5 8xxx 3.60ghz lga socket h4 1151 pc 14nm i5 8600k,CPUs,116,22,1,0,9
8696,intel i5 8600k cpu prozessor 9 mb 3.6 ghz 6 core 6 threads lga 1151 coffee lake cm8068403358508,CPUs,95,18,1,0,15
8697,intel bx806738164 2 ghz lga3647 socket box xeon platinum 8164 processor multi colour,CPUs,84,13,1,0,11
8698,intel xeon platinum 8164 2 ghz 26 core 52 threads 35.75 mb cache lga3647 socket box,CPUs,83,16,1,0,8
8699,intel xeon 8164 hexacosa core 26 core 2 ghz processor,CPUs,53,10,1,0,9
8700,intel bx806736140 140 w xeon gold 6140 processor multi colour,CPUs,61,10,1,0,11
8701,intel xeon gold 6140 2.3 ghz 18 core 36 threads 24.75 mb cache lga3647 socket box,CPUs,81,16,1,0,7
8702,intel xeon 6140 octadeca core 18 core 2.30 ghz processor,CPUs,56,10,1,0,9
8703,intel intel xeon gold 6132 processor 19.25m cache 2.60 ghz 2.60,CPUs,63,11,1,0,9
8704,intel xeon gold 6132 2.6 ghz 14 core 28 threads 19.25 mb cache lga3647 socket oem,CPUs,81,16,1,0,7
8705,intel xeon 6132 processor 2.60 ghz 19.25 mb l3,CPUs,46,9,1,0,9
8706,intel bx806735120 105 w xeon gold 5120 processor multi colour,CPUs,61,10,1,0,11
8707,intel xeon gold 5120 2.2 ghz 14 core 28 threads 19.25 mb cache lga3647 socket box,CPUs,81,16,1,0,7
8708,intel xeon 5120 tetradeca core 14 core 2.20 ghz processor,CPUs,57,10,1,0,9
8709,intel xeon e5 2699 v3 socket 2011 3 processor haswell,CPUs,53,10,1,0,9
8710,intel xeon e5 2699v3 2.3 ghz 18 core 36 threads 45 mb cache lga2011 v3 socket oem,CPUs,81,17,1,0,7
8711,intel xeon e5 2699 v3 octadeca core 18 core 2.30 ghz processor,CPUs,62,12,1,0,9
8712,intel 77i57600t 25 w core i5 7600t processor multi colour,CPUs,57,10,1,0,9
8713,intel bx80677i57600t 7th generation core i5 7600t processor,CPUs,59,8,1,0,14
8714,intel core i5 7600t 2.8 ghz 4 kerne 4 threads 6 mb cache speicher lga1151 socket oem bx80677i57600t,CPUs,99,18,1,0,14
8715,intel core i5 7500t processor 6m cache up to 3.30 ghz 2.70ghz 6mb smart cache box,CPUs,81,16,1,0,9
8716,intel core i5 7500t 2.7 ghz 4 cores 4 threads 6 mb cache lga1151 socket oem,CPUs,75,16,1,0,7
8717,intel core i5 i5 7500t quad core 4 core 2.70 ghz processor,CPUs,58,12,1,0,9
8718,intel core i7 7700t 2.9 ghz 4 cores 8 threads 8 mb cache lga1151 socket oem,CPUs,75,16,1,0,7
8719,intel core i77700t 2 90ghz lga11518mb cache tray cpu,CPUs,52,9,1,0,10
8720,intel core i77700t 2 90ghz lga11518mb cache tray cpu,CPUs,52,9,1,0,10
8721,intel core i5 7400t 2.4 ghz 4 cores 4 threads 6 mb cache lga1151 socket oem,CPUs,75,16,1,0,7
8722,intel core i5 i5 7400t quad core 4 core 2.40 ghz processor,CPUs,58,12,1,0,9
8723,intel core i5 i5 7400t quad core 4 core 2.40 ghz processor,CPUs,58,12,1,0,9
8724,intel core i5 7500t 2.7 ghz 4 cores 4 threads 6 mb cache lga1151 socket oem,CPUs,75,16,1,0,7
8725,core i5 7500t processor 2.70 ghz 6 mb smart cache,CPUs,49,10,1,0,9
8726,intel core i5 i5 7500t quad core 4 core 2.70 ghz processor,CPUs,58,12,1,0,9
8727,intel core i7 7700k processor 8m cache up to 4.50 ghz 4.2ghz 8mb smart cache,CPUs,76,15,1,0,9
8728,intel core i77700k 4.20ghz lga11518mb cache tray cpu,CPUs,52,8,1,0,10
8729,intel cpu prozessor core i7 7700k sockel 1151 kaby lake quad hyper threading tray cm8067702868535,CPUs,97,15,1,0,15
8730,intel core intel core i3 7300t processor 4m cache 3.50 ghz 7th,CPUs,62,12,1,0,9
8731,intel core i3 7300t processor 4m cache 3.50 ghz 3.5ghz 4mb smart cache box,CPUs,74,14,1,0,9
8732,intel core i3 7300t 3.50 ghz cpu black,CPUs,38,8,1,0,5
8733,intel core i7 extreme edition 6950x 3 ghz 10 core 20 threads 25 mb cache lga2011 v3 socket oem,CPUs,94,19,1,0,7
8734,intel core i7 6950x extreme edition deca core 3.00ghz 25mb lga2011 v3 14nm tray cm8067102055800,CPUs,95,15,1,0,15
8735,intel core i7 extreme edition 6950x 3 ghz 10 core 20 threads 25 mb cache speicher lga2011 v3 socket oem cm8067102055800,CPUs,119,21,1,0,15
8736,intel core i76850k 3.60ghz lga2011v315mb cache,CPUs,46,6,1,0,13
8737,intel core i7 6850k 3.6 ghz 6 core 12 threads 15 mb cache lga2011 v3 socket oem,CPUs,79,17,1,0,7
8738,intel core i7 i7 6850k hexa core 6 core 3.60 ghz processor,CPUs,58,12,1,0,9
8739,amd fx 6350 am3 wraith fx 6350 3.9 ghz 6 core cpu black,CPUs,55,13,1,0,6
8740,amd fx 6350 am3 wraith fx 6350 3.9 ghz 6 core cpu black,CPUs,55,13,1,0,6
8741,amd black edition fx 6350 3.9 ghz 6 core 6 mb cache speicher socket am3 box fd6350frhkhbx,CPUs,89,17,1,0,13
8742,intel core i7 6700te 2.4 ghz 4 cores 8 threads 8 mb cache lga1151 socket oem,CPUs,76,16,1,0,7
8743,intel core i7 6700te 2.4 ghz 4 cores 8 threads 8 mb cache lga1151 socket oem,CPUs,76,16,1,0,7
8744,intel core i7 i7 6700te quad core 4 core 2.40 ghz processor,CPUs,59,12,1,0,9
8745,intel xeon e5 2698v4 2.2 ghz 20 core 40 threads 50 mb cache lga2011 socket oem,CPUs,78,16,1,0,7
8746,intel xeon e5 2698v4 2.2 ghz 20 core 40 threads 50 mb cache speicher lga2011 socket oem cm8066002024000,CPUs,103,18,1,0,15
8747,intel xeon e5 2698 v4 icosa core 20 core 2.20 ghz processor,CPUs,59,12,1,0,9
8748,intel xeon 2667v43 20ghz lga2011325mb cache tray cpu,CPUs,52,8,1,0,12
8749,intel xeon e5 2667v4 3.2 ghz 8 core 16 threads 25 mb cache lga2011 v3 socket oem,CPUs,80,17,1,0,7
8750,intel xeon e5 2667 3.2 ghz 8 core 16 threads 25 mb cache speicher lga2011 v3 socket oem cm8066002041900,CPUs,103,19,1,0,15
8751,intel xeon 2660v42.00ghz lga2011 335mb cache tray cpu,CPUs,53,8,1,0,13
8752,intel xeon e5 2660v4 2 ghz 14 core 28 threads 35 mb cache lga2011 v3 socket oem,CPUs,79,17,1,0,7
8753,intel xeon e5 2660v4 2 ghz 14 core 28 threads 35 mb cache speicher lga2011 v3 socket oem cm8066002031201,CPUs,104,19,1,0,15
8754,intel xeon e5 2630lv4 1.8 ghz 10 core 20 threads 25 mb cache fclga2011 v3 socket oem,CPUs,84,17,1,0,9
8755,intel xeon e5 2630lv4 1.8 ghz 10 core 20 threads 25 mb cache speicher fclga2011 v3 socket oem cm8066002033202,CPUs,109,19,1,0,15
8756,intel xeon e5 2630l v4 deca core 10 core 1.80 ghz processor,CPUs,59,12,1,0,9
8757,intel xeon e5 2603v4 1.7 ghz 6 core 6 threads 15 mb cache lga2011 v3 socket oem,CPUs,79,17,1,0,7
8758,intel xeon processor e5 2603 v4 15m cache 1.70 ghz 1.7ghz 15mb smart cache,CPUs,74,14,1,0,9
8759,intel xeon e5 2603 v4 hexa core 6 core 1.70 ghz processor,CPUs,57,12,1,0,9
8760,intel pentium g4520 3.6 ghz 2 cores 2 threads 3 mb cache lga1151 socket oem,CPUs,75,15,1,0,7
8761,intel pentium g4520 dual core 2 core 3.60 ghz processor,CPUs,55,10,1,0,9
8762,intel pentium g4520 3.6 ghz 2 kerne 3 mb cache speicher lga1151 oem cm8066201927407,CPUs,83,14,1,0,15
8763,intel xeon e3 1260lv5 2.9 ghz 4 cores 8 threads 8 mb cache lga1151 socket oem,CPUs,77,16,1,0,7
8764,intel xeon 1260lv52 9ghz lga11518mb cache tra,CPUs,45,7,1,0,10
8765,intel xeon 1260lv52 9ghz lga11518mb cache tra,CPUs,45,7,1,0,10
8766,intel pentium g4500 3.5 ghz 2 cores 2 threads 3 mb cache lga1151 socket oem,CPUs,75,15,1,0,7
8767,intel pentium g4500 dual core 2 core 3.50 ghz processor,CPUs,55,10,1,0,9
8768,intel pentium g4500 dual core 2 core 3.50 ghz processor,CPUs,55,10,1,0,9
8769,intel core i3 6300t 3.3 ghz 2 cores 4 threads 4 mb cache lga1151 socket oem,CPUs,75,16,1,0,7
8770,intel core i3 i3 6300t dual core 2 core 3.30 ghz processor,CPUs,58,12,1,0,9
8771,intel pentium g4400t 2.9 ghz 2 cores 2 threads 3 mb cache lga1151 socket oem,CPUs,76,15,1,0,7
8772,intel pentium g4400t 2 91ghz lga11513mb cache tra,CPUs,49,8,1,0,10
8773,intel pentium g4400t 2.9 ghz 2 kerne 2 threads 3 mb cache speicher lga1151 socket oem cm8066201927506,CPUs,101,17,1,0,15
8774,intel core i3 6100t 3.2 ghz 2 cores 4 threads 3 mb cache lga1151 socket oem,CPUs,75,16,1,0,7
8775,intel core i3 i3 6100t dual core 2 core 3.20 ghz processor,CPUs,58,12,1,0,9
8776,intel core i3 i3 6100t dual core 2 core 3.20 ghz processor,CPUs,58,12,1,0,9
8777,intel xeon e3 1265lv4 2.3 ghz 4 cores 8 threads 6 mb cache lga1150 socket oem,CPUs,77,16,1,0,7
8778,intel xeon 1265lv42.3ghz lga11506mb cache tra,CPUs,45,6,1,0,13
8779,intel xeon e3 1265l v4 quad core 4 core 2.30 ghz processor,CPUs,58,12,1,0,9
8780,intel xeon e 52658v3 2.2 ghz lga2011 30mb cache tra,CPUs,51,10,1,0,7
8781,intel xeon e5 2658v3 2.2 ghz 12 core 24 threads 30 mb cache lga2011 v3 socket oem,CPUs,81,17,1,0,7
8782,intel xeon e5 2658 v3 dodeca core 12 core 2.20 ghz processor,CPUs,60,12,1,0,9
8783,intel xeon e5 2670v3 processor 2.3 ghz 30 mb l3,CPUs,47,10,1,0,9
8784,intel xeon e5 2670v3 processor 2.3 ghz 30 mb l3,CPUs,47,10,1,0,9
8785,intel xeon e5 2670 2.3 ghz 12 kern 24 threads 30 mb cache speicher lga2011 v3 socket cm8064401544801,CPUs,100,18,1,0,15
8786,intel xeon processor e5 2650 v3 25m cache 2.30 ghz 2.3ghz 25mb l3,CPUs,65,13,1,0,9
8787,intel xeon e5 2650v3 2.3 ghz 10 core 20 threads 25 mb cache lga2011 v3 socket oem,CPUs,81,17,1,0,7
8788,intel xeon e5 2667v3 3.2 ghz 8 core 16 threads 20 mb cache lga2011 v3 socket oem,CPUs,80,17,1,0,7
8789,intel xeon e5 2667 3.2 ghz 8 core 16 threads 20 mb cache speicher lga2011 v3 socket cm8064401724301,CPUs,99,18,1,0,15
8790,intel xeon e5 2667 v3 octa core 8 core 3.20 ghz processor,CPUs,57,12,1,0,9
8791,intel xeon e5 2650lv3 1.8 ghz 12 core 24 threads 30 mb cache lga2011 v3 socket oem,CPUs,82,17,1,0,7
8792,intel xeon e5 2650l v3 dodeca core 12 core 1.80 ghz processor,CPUs,61,12,1,0,9
8793,intel xeon e5 2650lv3 1.8 ghz 12 kern 24 threads 30 mb cache speicher lga2011 v3 socket oem cm8064401575702,CPUs,107,19,1,0,15
8794,intel xeon e5 1630v3 3.7 ghz processor,CPUs,38,7,1,0,9
8795,intel xeon e5 1630v3 3.7 ghz 4 cores 8 threads 10 mb cache lga2011 v3 socket oem,CPUs,80,17,1,0,7
8796,intel xeon e5 1630 v3 quad core 4 core 3.70 ghz processor,CPUs,57,12,1,0,9
8797,intel xeon e5 2640v3 processor 2.6 ghz 20 mb cache lga2011 v3 socket,CPUs,68,13,1,0,9
8798,intel xeon e5 2650v3 processor 2.3 ghz 25 mb smart cache,CPUs,56,11,1,0,9
8799,intel xeon e5 2640v3 2.6 ghz 8 core 16 threads 20 mb cache lga2011 v3 socket box,CPUs,80,17,1,0,7
8800,intel xeon e5 2623v3 3 ghz 4 cores 8 threads 10 mb cache lga2011 v3 socket oem,CPUs,78,17,1,0,7
8801,intel xeon e5 2623 v3 quad core 4 core 3 ghz processor,CPUs,54,12,1,0,9
8802,intel xeon e5 2623 3 ghz 4 kerne 8 threads 10 mb cache speicher lga2011 v3 socket cm8064401832000,CPUs,97,18,1,0,15
8803,intel celeron processor g1850 2m cache 2.90 ghz 2.9ghz 2mb l3,CPUs,61,11,1,0,9
8804,intel celeron g1850 2.9 ghz 2 cores 2 threads 2 mb cache lga1150 socket oem,CPUs,75,15,1,0,7
8805,intel celeron g1850 dual core 2 core 2.90 ghz processor,CPUs,55,10,1,0,9
8806,intel core i7 4785t processor 8m cache up to 3.20 ghz 2.2ghz 8mb smart cache,CPUs,76,15,1,0,9
8807,intel core i7 4785t 2.2 ghz 4 cores 8 threads 8 mb cache lga1150 socket oem,CPUs,75,16,1,0,7
8808,intel core i7 i7 4785t quad core 4 core 2.20 ghz processor,CPUs,58,12,1,0,9
8809,intel core intel core i5 4460 processor 6m cache up to 3.40 ghz,CPUs,63,13,1,0,9
8810,intel core i5 4460 3.20ghz socket 1150 6mb l3 cache retail boxed processor bx80646i54460,CPUs,88,14,1,0,13
8811,intel core i5 4460 cpu prozessor 3.2 ghz 4 kerne lga1150 sockel haswell box bx80646i54460,CPUs,89,15,1,0,13
8812,intel xeon e5 2430v2 2.5 ghz 6 core 12 threads 15 mb cache lga1356 socket box,CPUs,77,16,1,0,7
8813,intel xeon e5 2430v2 2.5 ghz 6 core 12 threads 15 mb cache lga1356 socket box,CPUs,77,16,1,0,7
8814,intel xeon e5 2430 2.5 ghz 6 core 12 threads 15 mb cache speicher lga1356 socket box bx80634e52430v2,CPUs,100,18,1,0,15
8815,intel xeon processor e5 2637 v2 15m cache 3.50 ghz 3.5ghz,CPUs,57,11,1,0,9
8816,intel xeon e5 2637v2 3.5 ghz 4 cores 8 threads 15 mb cache lga2011 socket oem,CPUs,77,16,1,0,7
8817,intel xeon e5 2637 v2 quad core 4 core 3.50 ghz processor,CPUs,57,12,1,0,9
8818,intel xeon e3 1220v3 3.1 ghz 4 cores 4 threads 8 mb cache lga1150 socket box,CPUs,76,16,1,0,7
8819,intel xeon e3 1220v3 3.1 ghz 4 cores 4 threads 8 mb cache lga1150 socket box,CPUs,76,16,1,0,7
8820,intel xeon e3 1230v3 3.3 ghz 4 cores 8 threads 8 mb cache lga1150 socket oem,CPUs,76,16,1,0,7
8821,intel xeon e3 1230 v3 quad core 4 core 3.30 ghz processor,CPUs,57,12,1,0,9
8822,intel xeon e3 1230v3 3.3 ghz 4 kerne 8 threads 8 mb cache speicher lga1150 socket oem cm8064601467202,CPUs,101,18,1,0,15
8823,amd black edition amd fx 9590 4.7 ghz 8 core 8 mb cache socket am3 oem,CPUs,70,16,1,0,7
8824,amd fx 9590 octa core 8 core 4.70 ghz processor socket am3,CPUs,58,12,1,0,9
8825,amd fx 9590 octa core 8 core 4.70 ghz processor socket am3,CPUs,58,12,1,0,9
8826,amd black edition amd fx 8350 4 ghz 8 core 8 threads 8 mb cache socket am3 oem,CPUs,78,18,1,0,7
8827,amd fx 8350 octa core 8 core 4 ghz processor socket am3,CPUs,55,12,1,0,9
8828,amd fx 8350 octa core 8 core 4 ghz processor socket am3,CPUs,55,12,1,0,9
8829,amd ryzen 5 2400g 3.6 ghz 4 cores 8 threads 2 mb cache socket am4 oem,CPUs,69,16,1,0,7
8830,amd ryzen 5 2400g quad core 4 core 3.60 ghz processor,CPUs,53,11,1,0,9
8831,amd ryzen 5 2400g quad core 4 core 3.60 ghz processor,CPUs,53,11,1,0,9
8832,intel core i5 8400 1.7 ghz 6 core 6 threads 9 mb cache lga1151 socket oem,CPUs,73,16,1,0,7
8833,intel core i5 i5 8400t hexa core 6 core 1.70 ghz processor,CPUs,58,12,1,0,9
8834,intel core i5 i5 8400t hexa core 6 core 1.70 ghz processor,CPUs,58,12,1,0,9
8835,intel xeon gold 6134m processor 24.75m cache 3.20 ghz 24.75mb l3,CPUs,64,11,1,0,9
8836,intel xeon gold 6140m processor 24.75m cache 2.30 ghz 24.8mb l3,CPUs,63,11,1,0,9
8837,intel pentium gold g5500 3.8 ghz 2 cores 4 threads 4 mb cache lga1151 socket oem,CPUs,80,16,1,0,7
8838,intel pentium g5500 dual core 2 core 3.80 ghz processor,CPUs,55,10,1,0,9
8839,intel core i7 8700t 2.4 ghz 6 core 12 threads 12 mb cache lga1151 socket oem,CPUs,76,16,1,0,7
8840,intel core i7 i7 8700t hexa core 6 core 2.40 ghz processor,CPUs,58,12,1,0,9
8841,intel celeron g3930te 2.7 ghz 2 cores 2 threads 2 mb cache lga1151 socket oem,CPUs,77,15,1,0,7
8842,intel celeron g3930te dual core 2 core 2.70 ghz processor,CPUs,57,10,1,0,9
8843,intel celeron g3930te dual core 2 core 2.70 ghz processor,CPUs,57,10,1,0,9
8844,intel core i5 8500t 2.1 ghz 6 core 6 threads 9 mb cache lga1151 socket box,CPUs,74,16,1,0,7
8845,intel core i5 i5 8500t hexa core 6 core 2.10 ghz processor,CPUs,58,12,1,0,9
8846,intel core i5 i5 8500t hexa core 6 core 2.10 ghz processor,CPUs,58,12,1,0,9
8847,intel core i5 8600t 2.3 ghz 6 core 6 threads 9 mb cache lga1151 socket oem,CPUs,74,16,1,0,7
8848,i5 8600t processor 2.30 2300 9 mb,CPUs,33,7,1,0,9
8849,intel core i5 i5 8600t hexa core 6 core 2.30 ghz processor,CPUs,58,12,1,0,9
8850,intel core i3 8100 3.1 ghz 4 cores 4 threads 6 mb cache lga1151 socket oem,CPUs,74,16,1,0,7
8851,intel core i3 i3 8100t quad core 4 core 3.10 ghz processor,CPUs,58,12,1,0,9
8852,intel core i3 i3 8100t quad core 4 core 3.10 ghz processor,CPUs,58,12,1,0,9
8853,intel xeon platinum 8168 2.7 ghz 24 core 48 threads 33 mb cache lga3647 socket oem,CPUs,82,16,1,0,8
8854,intel xeon 8168 tetracosa core 24 core 2.70 ghz processor,CPUs,57,10,1,0,9
8855,intel xeon bronze 3104 1.7 ghz 6 core 6 threads 8.25 mb cache lga3647 socket box,CPUs,80,16,1,0,7
8856,intel xeon 3104 hexa core 6 core 1.70 ghz processor,CPUs,51,10,1,0,9
8857,intel xeon gold 61363 00ghz fc lga1424 75mb cache tray cpu,CPUs,58,11,1,0,7
8858,intel xeon gold 6136 3 ghz 12 core 24 threads 24.75 mb cache lga3647 socket oem,CPUs,79,16,1,0,7
8859,intel xeon 6136 dodeca core 12 core 3 ghz processor,CPUs,51,10,1,0,9
8860,intel xeon silver 4108 1.8 ghz 8 core 16 threads 11 mb cache lga3647 socket oem,CPUs,79,16,1,0,7
8861,intel xeon 4108 octa core 8 core 1.80 ghz processor,CPUs,51,10,1,0,9
8862,intel xeon gold 6138 2 ghz 20 core 40 threads 27.5 mb cache lga3647 socket oem,CPUs,78,16,1,0,7
8863,intel xeon 6138 icosa core 20 core 2 ghz processor,CPUs,50,10,1,0,9
8864,intel xeon platinum 8176 2.1 ghz 28 core 56 threads 38.5 mb cache lga3647 socket box,CPUs,84,16,1,0,8
8865,intel xeon 8176 octacosa core 28 core 2.10 ghz processor,CPUs,56,10,1,0,9
8866,intel xeon platinum 8170 2.1 ghz 26 core 52 threads 35.75 mb cache lga3647 socket box,CPUs,85,16,1,0,8
8867,intel xeon 8170 hexacosa core 26 core 2.10 ghz processor,CPUs,56,10,1,0,9
8868,intel xeon platinum 8180 2.5 ghz 28 core 56 threads 38.5 mb cache lga3647 socket box,CPUs,84,16,1,0,8
8869,intel xeon 8180 octacosa core 28 core 2.50 ghz processor,CPUs,56,10,1,0,9
8870,amd ryzen 7 1700x 3.4 ghz 8 core 16 threads 20 mb cache socket am4,CPUs,66,15,1,0,7
8871,amd ryzen 7 1700x octa core 8 core 3.40 ghz processor,CPUs,53,11,1,0,9
8872,amd ryzen 7 1700x octa core 8 core 3.40 ghz processor,CPUs,53,11,1,0,9
8873,intel core i9 7940x x series 3.1 ghz 14 core 28 threads 19.25 mb cache lga2066 socket oem,CPUs,89,18,1,0,7
8874,intel core i9 i9 7940x tetradeca core 14 core 3.10 ghz processor,CPUs,64,12,1,0,9
8875,intel intel core i52.8ghz socket lga 1151,CPUs,41,7,1,0,8
8876,intel core i5 8400 processor 9m cache up to 4.00 ghz,CPUs,52,11,1,0,9
8877,intel i5 8400 p cpu prozessor 2 8 ghz 9 mb 6 kerne 6 threads lga 1151 coffee lake s tray cm8068403358811,CPUs,104,22,1,0,15
8878,amd athlon ii x4 880k 4 ghz 4 cores 4 mb cache socket fm2 oem,CPUs,61,15,1,0,6
8879,amd athlon x4 880k quad core 4 core 4 ghz processor,CPUs,51,11,1,0,9
8880,amd athlon x4 880k quad core 4 core 4 ghz processor,CPUs,51,11,1,0,9
8881,amd a10 7890k 4.1 ghz 4 cores 4 threads 4 mb cache socket fm2 oem,CPUs,65,15,1,0,7
8882,amd a10 7890k quad core 4 core 4.10 ghz processor,CPUs,49,10,1,0,9
8883,amd a10 7890k quad core 4 core 4.10 ghz processor,CPUs,49,10,1,0,9
8884,intel celeron processor g3900te 2m cache 2.30 ghz 2.3ghz 2mb smart cache,CPUs,72,12,1,0,9
8885,intel celeron g3900te 2.3 ghz 2 cores 2 threads 2 mb cache lga1151 socket oem,CPUs,77,15,1,0,7
8886,intel celeron g3900te 2 30ghz fclga14c 2mb cache t,CPUs,50,9,1,0,8
8887,intel core i5 7640x processor 4 ghz 6 mb smart cache,CPUs,52,11,1,0,9
